Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024
Aruba,ABW,--,--,--,--,--,--,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Afghanistan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.127262891882376,0.4530695456,0.3114853126,0.299875405494,0.299875405494,0.199916936996,0.23000217066617,0.23000217066617,0.23000217066617,0.23000217066617,0.23000217066617,0.05000047188395,0.05000047188395,0.02000018875358,0.02000018875358,0.02000018875358,0.02000018875358,0.04000037750716,0.05000047188395,0.03000028313037,0.14000132127506,0.14000132127506,0.1596015062535684,0.1596015062535684,0.1596015062535684,0.189001783721331,NA,NA,,,,,,
Africa,AFRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.457524492,193.07553058210232,196.75141095685095,207.12661143749784,207.3718282498422,215.9818769438848,222.33305953469278,232.66219577039615,233.67220530245194,233.2822016217571,254.5824026443198,262.7324795614037,265.9525099507301,280.61264830710417,295.8330482160403,352.981264211341,375.6748914395408,393.348642639563,409.0170233800215,386.7476499657272,399.30576848410004,394.48872302280034,395.6707341781369,385.028633742357,390.4706851022061,382.73061205457066,,,,,,,,
Angola,AGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6051498872,2.3502982678,1.840595029,3.000028313037,2.799969791808,5.2000490759308,5.8000547385382,6.22005870236338,6.6000622886814,7.3000688950567,7.2000679512888,7.1000670075209,8.4000792765036,6.9000651199851,7.8000736138962,8.5000802202715,9.4000887141826,10.81010202130999,10.05009484867395,10.1000953205579,10.32009739684728,10.733101294608707,10.847102370504112,10.76010154942604,10.45009862374555,10.541099482574339,NA,NA,,,,,,
Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3681190058,0.3114853126,0.1019972814532,0.0899909384948,0.069942611102,0.050120818482,0.05000047188395,0.04000037750716,0.05000047188395,0.04000037750716,0.05000047188395,0.05000047188395,0.05000047188395,0.05000047188395,0.05000047188395,0.05000047188395,0.05000047188395,0.03000028313037,0.05000047188395,0.05000047188395,0.03000028313037,0.02000018875358,0.017000160440543,0.019000179315901,0.032000302005728,0.035000330318765,NA,NA,,,,,,
United Arab Emirates,ARE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8176394698,32.9324925958,36.6703446638466,36.5912273944462,34.360511169838,40.860360138402,45.93043347259647,48.09045385798311,48.98046225751742,50.29047462087691,50.53047688591987,59.02055701181458,63.83060240705057,65.28061609168512,68.03064204530237,68.23064393283818,72.5106843261043,75.02070801467858,80.05575553339234,75.84071575357537,79.78075293803062,82.46077823101034,82.5007786085175,83.79679083974949,83.70678999035837,90.01184949492446,NA,NA,,,,,,
Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9932794392,24.914011144078,25.552839203374,26.620242735961,27.47017288666,30.47034278393,34.65032701557735,37.06034976038374,38.63036457753977,42.43040044071997,44.87042346865673,45.91043328384289,45.77043196256783,50.49047650841271,52.35049406249565,51.59048688985961,51.74048830551146,50.99048122725221,50.5004766027895,48.39045668928681,47.1004445146809,45.52042960314808,44.1004162016439,41.69039345683751,41.49039156930171,43.000405820197,NA,NA,,,,,,
Armenia,ARM,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
American Samoa,ASM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Asia & Oceania,ASOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.74158744731824,194.368885257644,200.88241577790467,216.20266183939844,232.8465193278907,248.8162307117493,268.69953587603425,279.8256408796508,280.167644107337,294.50977946252925,302.5178550394627,311.26293757196555,342.03922802597447,353.8313393150852,363.919434522391,393.87871726581614,418.74795197145517,435.59211093972027,453.5662805725626,478.63051711854905,530.4160058487561,533.3360334067787,537.6876744757827,549.9847905309214,566.4989463847523,580.0578382580138,,,,,,,,
Antarctica,ATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Antigua and Barbuda,ATG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Australia,AUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6996148646,21.5774371092,22.98921696280253,24.655232685975744,26.552250589252807,29.422277675391538,30.427287160258935,30.16828471590007,31.29129531441359,32.003302034041035,33.12231259480384,33.79131890861109,35.19833218742544,34.267323400946296,34.443325061977795,36.01033985082079,37.66335545130418,39.75137515717793,40.902386019946455,42.4624007427257,52.90149926265678,56.66653479551822,54.27451222059005,62.018585305976224,62.94059400751626,67.51663719433536,NA,NA,,,,,,
Austria,AUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3308917902,1.3308917902,1.4441591766,1.5007928698,1.35496110981,1.482103751044,1.492014081017068,1.428013477005612,1.568014798280672,1.74001642156146,1.805017035010595,1.732016346060028,1.88001774283652,2.091019734186789,1.963018526163877,1.728016308309312,1.919018110906001,1.95001840347405,1.616015251289264,1.645015524981955,1.702016062929658,1.677015826987683,1.803017016135237,1.449013675196871,1.321012467173959,1.263011919788577,NA,NA,,,,,,
Azerbaijan,AZE,--,--,--,--,--,--,--,--,--,--,--,--,7.802040382519061,6.8000641762172,6.380068707446,6.569225242734,6.700049074026,5.96005624856684,13.04012306733416,13.43012674802897,13.78013005121662,5.72005398352388,5.15004860404685,5.13004841529327,5.01004728277179,5.82005492729178,6.82006436497078,15.76014873782104,21.95020715705405,22.14020895021306,24.67023282754093,24.15022791994785,25.24023820701796,27.77026208434583,28.05026472689595,27.29025755425991,NA,NA,,,,,,
Burundi,BDI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Belgium,BEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011893075572,0.0090047572188,0.0060031714792,0.00400117042458,0.001132673864,0,0.002000018875358,0,0,0,0.002000018875358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Benin,BEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
Burkina Faso,BFA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,,
