Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Aruba,ABW,--,--,--,--,--,--,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39999.27748452965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,AFRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398005.9974582118,1523595.258885629,1628063.5769587066,1614855.6458803338,1447507.6052081345,1688820.0325721735,1749556.8851951458,2090344.2054782247,2256835.5131028807,2590830.463463509,2886748.647403132,2825466.417946463,2801182.6708430224,3029877.257756947,3211382.199283147,3828379.770720435,4358125.754981641,4322531.229037282,4482836.722020225,4145629.6476277015,4449395.384793142,3833444.0544278375,3942197.2369678677,3488426.27625466,3366779.9236894245,3374892.316001412,3610761.502268451,4026627.600704326,3948308.633943486,3777373.553745626,3680017.805462889,4131780.0224425066,3786992.822579443,3776479.443850526,3533207.3218060937
Angola,AGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20168.420442417086,19505.24220736662,0,35499.23924973784,192571.52537998473,206936.7399748626,213536.97370764436,242643.15179491136,185688.32838324408,163842.64269109772,182177.41461129198,180962.75549201015
Albania,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129244.04111536023,139185.07818933565,133415.85669838768,153797.30211226048,165795.93956696338,274238.78977209894,278924.96356534265,304671.8832790666,278144.753877048,293358.842798794,271122.86668239604,276194.22965631133,278924.96356534265,277364.54418875335,291798.4234222046,278534.8587211953,276974.439344606,297259.89124026726,294529.15733123594,273463.49574728,298430.2057727093,498163.8859761435,296479.68155197264,288677.58466902596,314658.56728923833,302565.4198525144,301395.11526186374,292539.8105259401,292850.0564954398,299838.5392713263,266139.14424410695,295396.75901037443,273941.17484844493,277772.2352884586,316019.83590598736
Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,26087.097099308,48280.59761662973,132771.64344573178,163531.0564434233,230500.91765358712,227386.0403879981,251526.33919631297,302532.4544203331,269826.24313164846,239066.83013395692,100844.15147344436,36989.167528869555,34263.64992147917,16353.10564434233,7787.193163972538,3893.596581986269,3387.429026328054,2725.517607390388,3114.877265589015,3037.0059954693093,2998.0703604094565,10501.472675224211,26914.06702441433,52935.01514270448,34115.20198454647,96578.32541544549,91252.40268814626,96688.76944621526
Armenia,ARM,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Samoa,ASM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia & Oceania,ASOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974724.5927898886,2098631.6364410706,2272928.9539292688,2369384.061249739,2580963.498497832,2700319.8327372936,3010809.998590932,3153940.837050734,3148215.655377284,3311863.2663549446,3249410.0815059175,3247411.0643095686,3396036.5201843614,3716789.1436435184,3888658.4210006846,4051403.93967628,4201073.799943856,4557497.682114264,4485250.751901057,4481557.237746297,4958829.320504161,4968999.300348781,4727928.147610606,4988260.652787198,5193591.818521094,5639165.374101161,6276830.035512386,7354269.3680248875,7705119.096087077,8068005.8392523015,8123460.272926608,8165284.92652392,8091423.988258764,7793650.458627529,7794667.652696874
